"","DATETIME_UTC","DATETIME_MST","WTempC","ConduS","SpConduS","CHLrfu","CHLugL","BGAPCrfu","BGAPCugL","odomgL","odosat","WTemp1m","WTemp2m","WTemp3m","WTemp4m","WTemp5.5m","WTemp7m","odomgL_7m","odosat_7m","PAR7m"
"26",2025-06-25 01:40:00,2025-06-24 18:40:00,13.16,50.43,65.17,1.37,4.42,-0.01,-0.12,11.9,113.3,13.20904,13.16924,12.78951,7.780511,5.461267,4.940179,0.162,1.265968,-0.2
"27",2025-06-25 01:50:00,2025-06-24 18:50:00,13.15,50.4,65.15,1.25,3.99,0,-0.12,11.91,113.4,13.19268,13.1217,12.74551,7.989221,5.49035,4.940576,0.167,1.305041,0
"28",2025-06-25 02:20:00,2025-06-24 19:20:00,13.12,50.29,65.05,1.49,4.83,0.07,-0.05,11.9,113.3,13.15988,13.12033,12.79455,7.664545,5.547937,4.971277,0.095,0.742581,0
"29",2025-06-25 02:30:00,2025-06-24 19:30:00,13.1,50.22,65,1.52,4.93,0.06,-0.06,11.89,113.1,13.15209,13.1209,12.85873,7.642358,5.609277,4.959955,0.102,0.797297,-0.2
"30",2025-06-25 02:40:00,2025-06-24 19:40:00,13.1,50.21,64.98,1.28,4.09,0.04,-0.07,11.86,112.8,13.13342,13.13207,12.79586,7.725885,5.527856,4.950861,0.118,0.921887,-0.2
"31",2025-06-25 02:50:00,2025-06-24 19:50:00,13.08,50.17,64.96,1.47,4.76,0.05,-0.07,11.86,112.7,13.12164,13.12741,13.00918,7.595544,5.476678,4.951288,0.101,0.789072,-0.1
"32",2025-06-25 03:00:00,2025-06-24 20:00:00,13.09,50.19,64.98,1.53,4.98,0.12,0,11.85,112.7,13.12683,13.12371,12.93762,7.694238,5.431482,4.948114,0.125,0.976575,-0.3
"33",2025-06-25 03:30:00,2025-06-24 20:30:00,13.06,50.1,64.9,1.59,5.2,0.03,-0.08,11.85,112.6,13.10513,13.1029,12.82791,7.843439,5.276941,4.930231,0.144,1.124723,-0.1
"34",2025-06-25 03:40:00,2025-06-24 20:40:00,13.06,50.11,64.91,1.39,4.48,0.04,-0.08,11.87,112.8,13.09722,13.09762,12.85174,7.937128,5.345148,4.948755,0.13,1.015112,0.1
"35",2025-06-25 03:50:00,2025-06-24 20:50:00,13.06,50.12,64.93,2.13,7.09,0.1,-0.02,11.87,112.8,13.0906,13.09106,12.66308,7.952264,5.36474,4.968896,0.128,1.00053,-0.5
"36",2025-06-25 04:00:00,2025-06-24 21:00:00,13.05,50.12,64.95,1.68,5.48,0,-0.12,11.88,112.9,13.08215,13.07632,12.93267,7.931879,5.323389,4.965051,0.123,0.961695,-0.5
"37",2025-06-25 04:10:00,2025-06-24 21:10:00,13.04,50.07,64.89,1.51,4.89,0.07,-0.05,11.88,112.9,13.07137,13.07162,12.79678,7.908288,5.359552,4.972467,0.144,1.125596,-0.1
"38",2025-06-25 04:20:00,2025-06-24 21:20:00,13.03,49.96,64.77,1.64,5.35,0.09,-0.03,11.84,112.4,13.05972,13.06045,12.72274,7.868188,5.421319,4.977838,0.112,0.876143,-0.4
"39",2025-06-25 04:30:00,2025-06-24 21:30:00,13.02,49.94,64.77,1.41,4.55,0.03,-0.08,11.83,112.3,13.05154,13.04669,12.37234,7.809106,5.450128,5.020654,0.143,1.118069,-0.6
"40",2025-06-25 04:40:00,2025-06-24 21:40:00,12.98,49.86,64.72,1.69,5.55,0.12,0,11.82,112.1,13.02511,13.03887,12.26699,7.852502,5.423761,5.000177,0.107,0.836813,-0.2
"41",2025-06-25 04:50:00,2025-06-24 21:50:00,12.96,49.85,64.73,1.41,4.56,0.06,-0.06,11.83,112.2,12.99734,13.02111,12.44229,7.920282,5.500604,4.990961,0.1,0.782068,0.3
"42",2025-06-25 05:00:00,2025-06-24 22:00:00,12.96,49.82,64.71,1.71,5.6,0.09,-0.03,11.83,112.1,13.00018,13.01095,12.17321,7.959161,5.452905,4.968469,0.107,0.836381,-0.1
"43",2025-06-25 05:10:00,2025-06-24 22:10:00,12.96,49.76,64.63,1.48,4.81,0.13,0.01,11.8,111.9,12.9894,13.00619,12.07641,7.804956,5.445215,4.962213,0.1,0.781664,-0.1
"44",2025-06-25 05:20:00,2025-06-24 22:20:00,12.97,49.74,64.58,1.66,5.44,0.33,0.2,11.77,111.6,13.00027,13.00503,12.98416,7.632318,5.472223,4.966028,0.087,0.680224,0.4
"45",2025-06-25 05:30:00,2025-06-24 22:30:00,12.94,49.66,64.52,2.06,6.82,0.41,0.27,11.75,111.4,12.98083,12.97921,12.9678,7.550714,5.527521,4.986078,0.081,0.633639,-0.2
"46",2025-06-25 05:40:00,2025-06-24 22:40:00,12.95,49.68,64.54,2.52,8.45,0.45,0.3,11.77,111.6,12.97769,12.97674,12.92108,7.521661,5.663782,5.026239,0.079,0.617994,0.2
"47",2025-06-25 05:50:00,2025-06-24 22:50:00,12.92,49.59,64.45,2.29,7.62,0.24,0.11,11.77,111.5,12.94476,12.96484,12.95275,7.537439,5.592187,5.038873,0.081,0.634294,-0.1
"48",2025-06-25 06:00:00,2025-06-24 23:00:00,12.92,49.57,64.43,1.86,6.14,0.23,0.1,11.73,111.2,12.95962,12.96408,12.95303,7.70968,5.472345,4.995325,0.084,0.657277,-0.1
"49",2025-06-25 06:10:00,2025-06-24 23:10:00,12.89,49.5,64.4,1.66,5.44,0.15,0.03,11.74,111.1,12.9407,12.94769,12.93679,7.664148,5.56701,4.994104,0.08,0.625816,-0.5
"50",2025-06-25 06:20:00,2025-06-24 23:20:00,12.88,49.46,64.36,1.6,5.21,0.11,-0.01,11.71,110.9,12.91189,12.92147,12.89569,7.839258,5.66665,5.033777,0.084,0.657617,-0.3
"51",2025-06-25 06:40:00,2025-06-24 23:40:00,12.86,49.38,64.28,1.42,4.6,0.04,-0.07,11.68,110.5,12.88946,12.89569,12.82092,7.848779,5.621271,5.021722,0.083,0.649956,0.1
"52",2025-06-25 06:50:00,2025-06-24 23:50:00,12.84,49.28,64.19,1.27,4.05,0.1,-0.02,11.65,110.2,12.85885,12.87878,12.8695,7.937006,5.54873,4.993799,0.081,0.633639,-0.3
"53",2025-06-25 07:00:00,2025-06-25,12.85,49.28,64.18,1.35,4.34,0.1,-0.02,11.63,110,12.89266,12.89395,12.88015,7.948938,5.534112,4.991022,0.085,0.66493,-0.4
"54",2025-06-25 07:10:00,2025-06-25 00:10:00,12.85,49.21,64.08,1.88,6.2,0.23,0.11,11.65,110.2,12.87695,12.885,12.58026,7.986352,5.523584,4.988519,0.083,0.649788,-0.6
"55",2025-06-25 07:20:00,2025-06-25 00:20:00,12.84,49.25,64.15,1.84,6.07,0.48,0.34,11.63,110,12.86297,12.86407,12.84365,8.016809,5.355524,4.973596,0.088,0.688398,0.1
"56",2025-06-25 07:30:00,2025-06-25 00:30:00,12.8,49.17,64.11,1.65,5.4,0.09,-0.03,11.63,109.9,12.81927,12.84039,12.83154,7.974725,5.313074,4.965478,0.092,0.719503,-0.4
"57",2025-06-25 07:40:00,2025-06-25 00:40:00,12.79,49.14,64.08,1.28,4.11,0,-0.11,11.64,110,12.83605,12.84744,12.7069,8.027185,5.294427,4.969141,0.09,0.703134,-0.3
"58",2025-06-25 07:50:00,2025-06-25 00:50:00,12.79,49.14,64.08,1.29,4.11,0.06,-0.06,11.67,110.3,12.83682,12.8399,12.81298,8.046198,5.284173,4.993249,0.083,0.648781,0
"59",2025-06-25 08:00:00,2025-06-25 01:00:00,12.78,49.1,64.05,1.37,4.41,0.05,-0.06,11.66,110.2,12.82827,12.83175,12.81768,8.109552,5.256982,5.023431,0.082,0.64113,-0.3
"60",2025-06-25 08:20:00,2025-06-25 01:20:00,12.77,49.09,64.05,1.54,5.02,0.27,0.14,11.66,110.1,12.80462,12.80676,12.59149,8.083979,5.329706,5.111475,0.086,0.673448,-0.3
"61",2025-06-25 08:30:00,2025-06-25 01:30:00,12.76,49.04,64.01,1.38,4.44,0.13,0.01,11.67,110.1,12.78967,12.79577,12.70535,8.079523,5.333185,5.17486,0.078,0.611417,-0.3
"62",2025-06-25 08:40:00,2025-06-25 01:40:00,12.75,49.01,63.98,2.44,8.17,0.51,0.36,11.66,110.1,12.75903,12.78384,12.45764,8.125055,5.33938,5.177057,0.079,0.620375,0
"63",2025-06-25 08:50:00,2025-06-25 01:50:00,12.73,48.98,63.98,1.98,6.54,0.64,0.48,11.66,110,12.77145,12.77612,12.34966,8.283594,5.345361,5.178705,0.079,0.619576,0.1
"64",2025-06-25 09:00:00,2025-06-25 02:00:00,12.74,48.98,63.96,1.94,6.43,0.7,0.54,11.67,110.1,12.7644,12.76559,12.47772,8.140924,5.344659,5.177148,0.08,0.627257,-0.7
"65",2025-06-25 09:10:00,2025-06-25 02:10:00,12.72,48.93,63.92,1.43,4.62,0.2,0.07,11.66,110,12.72537,12.75479,12.56356,8.034601,5.423181,5.185083,0.08,0.62758,-0.4
"66",2025-06-25 13:10:00,2025-06-25 06:10:00,12.47,48.23,63.4,1.21,3.83,0.08,-0.03,11.59,108.7,12.54458,12.52508,12.47695,7.973413,5.235437,4.982233,0.071,0.555125,-0.4
"67",2025-06-25 13:20:00,2025-06-25 06:20:00,12.46,48.25,63.45,0.99,3.07,0.55,0.4,11.58,108.6,12.52212,12.50659,12.35659,8.077234,5.234949,4.985803,0.072,0.563089,0.7
"68",2025-06-25 13:30:00,2025-06-25 06:30:00,12.46,48.23,63.42,1.1,3.46,0.1,-0.02,11.59,108.7,12.52877,12.50012,12.41171,8.106348,5.233881,4.987146,0.07,0.547306,-0.3
"69",2025-06-25 13:40:00,2025-06-25 06:40:00,12.45,48.24,63.44,1.24,3.94,0.1,-0.02,11.6,108.8,12.5751,12.49618,12.40002,8.2073,5.233575,4.992456,0.071,0.555125,0.6
"70",2025-06-25 13:50:00,2025-06-25 06:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.59231,12.50231,12.37222,8.199305,5.23559,5.005182,0.07,0.547589,0.3
"71",2025-06-25 14:10:00,2025-06-25 07:10:00,12.46,48.27,63.47,1.42,4.6,0.01,-0.1,11.63,109,12.639,12.50936,12.29763,8.19552,5.240625,4.996179,0.07,0.547731,0.6
"72",2025-06-25 14:20:00,2025-06-25 07:20:00,12.48,48.28,63.45,0.89,2.73,-0.02,-0.13,11.62,109.1,12.65698,12.51229,12.31234,8.12472,5.246759,4.994043,0.069,0.539767,0.7
"73",2025-06-25 14:30:00,2025-06-25 07:30:00,12.5,48.33,63.48,0.77,2.3,0.04,-0.08,11.63,109.2,12.63574,12.51425,12.33288,8.190912,5.2586,4.992944,0.07,0.547589,0.3
"74",2025-06-25 14:40:00,2025-06-25 07:40:00,12.5,48.35,63.51,1.05,3.27,0.12,0,11.64,109.3,12.65893,12.51757,12.35925,8.101099,5.270929,4.994928,0.07,0.547448,0.2
"75",2025-06-25 14:50:00,2025-06-25 07:50:00,12.51,48.34,63.49,0.57,1.6,-0.03,-0.14,11.64,109.3,12.56045,12.51901,12.39779,8.067011,5.279321,4.991724,0.07,0.547448,0.9
"76",2025-06-25 15:00:00,2025-06-25 08:00:00,12.51,48.38,63.53,0.91,2.79,0.01,-0.1,11.65,109.4,12.66488,12.5321,12.38732,7.992029,5.404321,5.00628,0.069,0.539627,1.4
"77",2025-06-25 15:10:00,2025-06-25 08:10:00,12.52,48.39,63.54,1.17,3.71,0.13,0.01,11.67,109.6,12.63397,12.51818,12.34521,7.991846,5.529321,5.007715,0.07,0.547731,1
"78",2025-06-25 15:20:00,2025-06-25 08:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.66931,12.51486,12.37896,7.890222,5.596277,5.029413,0.071,0.555269,1.4
"79",2025-06-25 15:40:00,2025-06-25 08:40:00,12.54,48.48,63.62,0.9,2.76,-0.03,-0.14,11.69,109.9,12.58694,12.5133,12.3619,7.808893,5.76394,5.026056,0.07,0.547731,1.1
"80",2025-06-25 15:50:00,2025-06-25 08:50:00,12.55,48.47,63.58,0.61,1.74,0,-0.12,11.68,109.7,12.61199,12.49484,12.34783,7.882135,5.732599,5.017663,0.07,0.547731,1.6
"81",2025-06-25 16:00:00,2025-06-25 09:00:00,12.59,48.54,63.62,0.75,2.24,0.07,-0.05,11.67,109.7,12.60446,12.52596,12.36285,7.88128,5.6867,5.017175,0.07,0.547589,1.6
"82",2025-06-25 16:10:00,2025-06-25 09:10:00,12.64,48.63,63.67,0.82,2.47,0.01,-0.11,11.68,109.9,12.68133,12.48818,12.34045,7.838006,5.671655,5.002923,0.07,0.547306,2.2
"83",2025-06-25 16:20:00,2025-06-25 09:20:00,12.65,48.67,63.7,0.81,2.44,0.02,-0.1,11.68,110,12.58773,12.49145,12.3851,7.767358,5.681634,4.980157,0.07,0.547165,1.7
"84",2025-06-25 16:30:00,2025-06-25 09:30:00,12.7,48.73,63.69,0.62,1.77,0,-0.12,11.68,110.1,12.64514,12.51269,12.39147,7.724512,5.682336,4.971979,0.071,0.555125,2.8
"85",2025-06-25 16:40:00,2025-06-25 09:40:00,12.73,48.76,63.69,0.51,1.37,-0.05,-0.16,11.67,110.2,12.70611,12.50588,12.41534,7.69671,5.543542,4.964075,0.07,0.547448,2.6
"86",2025-06-25 16:50:00,2025-06-25 09:50:00,12.8,48.82,63.66,0.66,1.93,-0.02,-0.14,11.65,110.1,12.80486,12.52105,12.44345,7.755365,5.504449,5.018335,0.071,0.555125,2
"87",2025-06-25 17:00:00,2025-06-25 10:00:00,12.83,48.9,63.72,0.48,1.28,0.02,-0.09,11.66,110.2,12.77239,12.51235,12.4678,7.670129,5.65368,5.024408,0.07,0.547448,3
"88",2025-06-25 17:20:00,2025-06-25 10:20:00,12.89,49.04,63.79,0.65,1.89,-0.02,-0.13,11.64,110.2,12.86569,12.54583,12.39111,7.561853,5.607782,5.00332,0.071,0.555412,0.9
"89",2025-06-25 17:30:00,2025-06-25 10:30:00,12.91,49.1,63.84,0.5,1.36,0.01,-0.1,11.65,110.4,12.90249,12.55984,12.34814,7.513055,5.563043,5.030237,0.07,0.548014,3.4
"90",2025-06-25 17:40:00,2025-06-25 10:40:00,12.92,49.12,63.86,0.74,2.2,0.01,-0.1,11.63,110.2,12.9078,12.56552,12.31707,7.592981,5.57525,5.056299,0.069,0.540325,2.3
"91",2025-06-25 17:50:00,2025-06-25 10:50:00,12.92,49.15,63.89,0.72,2.12,-0.06,-0.17,11.66,110.5,12.90988,12.5805,12.39062,7.569818,5.668695,5.100275,0.069,0.540869,1.9
"92",2025-06-25 18:00:00,2025-06-25 11:00:00,12.91,49.2,63.96,0.52,1.41,-0.04,-0.15,11.68,110.6,12.92697,12.5548,12.42111,7.678033,5.610528,5.077447,0.071,0.55669,0.2
"93",2025-06-25 18:10:00,2025-06-25 11:10:00,12.9,49.17,63.94,0.65,1.89,-0.03,-0.14,11.69,110.7,12.91384,12.56793,12.46331,7.747674,5.577631,5.105646,0.07,0.548439,0.2
"94",2025-06-25 18:20:00,2025-06-25 11:20:00,12.91,49.2,63.97,0.61,1.74,0.04,-0.08,11.7,110.8,12.9588,12.58236,12.46673,7.790277,5.574731,5.142175,0.07,0.548991,3.6
"95",2025-06-25 18:30:00,2025-06-25 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98779,12.79659,12.5491,7.895654,5.678949,5.126916,0.069,0.541288,3.6
"96",2025-06-25 18:50:00,2025-06-25 11:50:00,13.04,49.39,64.02,0.44,1.13,0.03,-0.09,11.67,110.9,13.06881,12.90554,12.69097,7.768854,5.633844,5.103662,0.07,0.549558,3.4
"97",2025-06-25 19:00:00,2025-06-25 12:00:00,13.06,49.42,64.02,0.62,1.78,-0.02,-0.13,11.67,110.9,13.08111,12.96795,12.79516,8.180323,5.530939,5.071771,0.071,0.556834,3.1
"98",2025-06-25 19:10:00,2025-06-25 12:10:00,13.1,49.46,64.01,0.66,1.92,-0.03,-0.14,11.65,110.9,13.1296,12.9822,12.8533,8.116541,5.629877,5.094232,0.071,0.556417,2.4
"99",2025-06-25 19:20:00,2025-06-25 12:20:00,13.09,49.45,64.01,0.76,2.26,0.08,-0.04,11.64,110.7,13.13293,13.07141,12.89544,8.468012,5.506494,5.02453,0.069,0.540464,1.2
"100",2025-06-25 19:30:00,2025-06-25 12:30:00,13.13,49.5,64,0.41,1.03,0.01,-0.11,11.64,110.8,13.17324,13.05212,12.87197,8.507715,5.425256,5.081872,0.07,0.547873,3.2
"101",2025-06-25 19:40:00,2025-06-25 12:40:00,13.15,49.52,64.01,0.5,1.36,0.03,-0.09,11.65,110.9,13.21762,13.1397,12.97668,8.305231,5.413934,5.081659,0.07,0.548297,3.5
"102",2025-06-25 19:50:00,2025-06-25 12:50:00,13.23,49.63,64.03,0.52,1.42,0.04,-0.07,11.63,110.9,13.24774,13.16223,12.99288,8.287806,5.368494,5.058465,0.07,0.548708,3.2
"103",2025-06-25 20:00:00,2025-06-25 13:00:00,13.26,49.66,64.02,0.7,2.04,0,-0.11,11.63,111,13.25851,13.15051,12.95422,8.152185,5.43194,5.065454,0.069,0.540325,3.4
"104",2025-06-25 20:10:00,2025-06-25 13:10:00,13.27,49.7,64.04,0.68,1.97,-0.03,-0.14,11.6,110.8,13.33364,13.17501,13.00344,8.254236,5.437006,5.0505,0.07,0.548439,0.5
"105",2025-06-25 20:20:00,2025-06-25 13:20:00,13.3,49.71,64.03,0.49,1.31,0.03,-0.08,11.62,111,13.3449,13.19177,12.94573,8.21789,5.376001,5.084558,0.069,0.540604,3.7
"106",2025-06-25 20:30:00,2025-06-25 13:30:00,13.34,49.81,64.09,0.65,1.88,0.07,-0.05,11.61,111.1,13.36645,13.21322,12.72112,8.103632,5.284875,5.068536,0.07,0.54885,3.7
"107",2025-06-25 20:40:00,2025-06-25 13:40:00,13.37,49.83,64.06,0.53,1.47,0,-0.11,11.6,111.1,13.36691,13.22018,12.91628,8.141535,5.426691,5.056512,0.069,0.540604,3.3
"108",2025-06-25 20:50:00,2025-06-25 13:50:00,13.46,49.93,64.05,0.49,1.33,-0.03,-0.14,11.57,110.9,13.505,13.26064,12.16335,7.906579,5.354578,5.032709,0.07,0.548156,2.3
"109",2025-06-25 21:00:00,2025-06-25 14:00:00,13.44,49.92,64.06,0.55,1.52,0,-0.12,11.59,111.1,13.47903,13.29702,11.76238,7.786188,5.313684,5.003473,0.069,0.540604,0.5
"110",2025-06-25 21:20:00,2025-06-25 14:20:00,13.5,50.05,64.13,0.69,2.01,0.02,-0.09,11.59,111.2,13.51385,13.28512,12.59213,8.298029,5.350885,5.051202,0.069,0.539906,2.5
"111",2025-06-25 21:30:00,2025-06-25 14:30:00,13.53,50.05,64.09,0.58,1.62,-0.04,-0.15,11.58,111.2,13.55624,13.29846,12.12072,8.030817,5.315118,5.080621,0.069,0.540046,2.3
"112",2025-06-25 21:40:00,2025-06-25 14:40:00,13.56,50.08,64.09,0.44,1.13,-0.05,-0.16,11.56,111.1,13.62335,13.38964,11.88598,8.097803,5.358423,5.069421,0.069,0.540046,0.4
"113",2025-06-25 21:50:00,2025-06-25 14:50:00,13.57,50.08,64.07,0.63,1.83,0.06,-0.05,11.57,111.2,13.59207,13.32427,12.05837,8.137018,5.544611,5.153955,0.07,0.547873,0.5
"114",2025-06-25 22:00:00,2025-06-25 15:00:00,13.59,50.12,64.09,0.81,2.42,0.07,-0.05,11.55,111.1,13.6249,13.33578,11.99102,8.234674,5.678918,5.160699,0.069,0.541428,2.3
"115",2025-06-25 22:10:00,2025-06-25 15:10:00,13.61,50.17,64.12,0.47,1.26,-0.03,-0.14,11.56,111.2,13.60742,13.37847,12.09283,8.303278,5.613519,5.169855,0.069,0.540869,2.5
"116",2025-06-25 22:20:00,2025-06-25 15:20:00,13.64,50.2,64.11,0.51,1.37,0.05,-0.07,11.57,111.4,13.64593,13.38824,12.17236,8.279047,5.418909,5.071619,0.069,0.541428,2.3
"117",2025-06-25 22:50:00,2025-06-25 15:50:00,13.79,50.47,64.21,0.5,1.36,-0.03,-0.14,11.53,111.4,13.8366,13.44015,12.18701,7.580255,5.695825,5.20556,0.07,0.549416,1.8
"118",2025-06-25 23:00:00,2025-06-25 16:00:00,13.75,50.39,64.19,0.56,1.57,0.05,-0.07,11.57,111.7,13.78308,13.40725,12.3561,7.877588,5.959192,5.23974,0.07,0.550408,1.5
"119",2025-06-25 23:10:00,2025-06-25 16:10:00,13.8,50.49,64.23,0.54,1.48,-0.02,-0.13,11.59,112,13.78985,13.39276,12.48992,7.712854,5.805444,5.214288,0.069,0.542964,1.5
"120",2025-06-25 23:20:00,2025-06-25 16:20:00,13.84,50.58,64.29,0.52,1.43,0.02,-0.1,11.57,111.9,13.76751,13.44503,12.54171,8.37359,5.963556,5.201532,0.069,0.543104,0.9
"121",2025-06-25 23:30:00,2025-06-25 16:30:00,13.84,50.51,64.2,0.41,1.03,-0.02,-0.13,11.57,111.9,13.74972,13.45385,12.56939,8.347589,5.881372,5.070306,0.069,0.541986,1.6
"122",2025-06-25 23:40:00,2025-06-25 16:40:00,13.89,50.57,64.19,0.42,1.06,0.01,-0.1,11.55,111.9,13.77935,13.4324,12.50543,8.648615,5.637811,5.05935,0.069,0.540325,1.6
"123",2025-06-25 23:50:00,2025-06-25 16:50:00,13.78,50.47,64.24,1,3.11,0.04,-0.08,11.59,112,13.57995,13.45626,12.57235,8.911798,5.593194,4.971735,0.069,0.540325,1.6
"124",2025-06-26,2025-06-25 17:00:00,13.89,50.55,64.18,0.48,1.28,0,-0.11,11.53,111.7,13.58306,13.49319,12.62679,8.692286,5.326562,4.971338,0.07,0.547448,0.8
"125",2025-06-26 00:10:00,2025-06-25 17:10:00,13.82,50.51,64.22,1.01,3.14,-0.05,-0.16,11.57,111.8,13.62731,13.49957,12.63125,8.402155,5.466333,4.973962,0.07,0.547023,-0.3
"126",2025-06-26 00:20:00,2025-06-25 17:20:00,13.87,50.56,64.21,0.66,1.92,0.12,-0.01,11.54,111.7,13.92977,13.51361,12.67019,7.87951,5.408502,4.947992,0.069,0.539627,0.6
